"ensembl_gene_id_version","baseMean","log2FoldChange","lfcSE","pvalue","padj","external_gene_name","description","ensembl_gene_id","gene_type"
"ENSG00000188976.11",5952.53340820049,0.0410436702730084,0.165706042695844,0.756540963627228,0.863476655816519,"NOC2L","NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517]","ENSG00000188976","protein_coding"
"ENSG00000187961.14",192.833102578704,-0.0447806410381234,0.267049844782484,0.827877591753012,0.907261023010907,"KLHL17","kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]","ENSG00000187961","protein_coding"
"ENSG00000187583.11",88.7487812954612,0.0933164819188175,0.282681137898065,0.668482854128626,0.802044468792683,"PLEKHN1","pleckstrin homology domain containing N1 [Source:HGNC Symbol;Acc:HGNC:25284]","ENSG00000187583","protein_coding"
"ENSG00000187642.9",4.68782860241879,0.113887424907936,0.37918355234096,0.577581986159509,0.7356931358735,"PERM1","PPARGC1 and ESRR induced regulator, muscle 1 [Source:HGNC Symbol;Acc:HGNC:28208]","ENSG00000187642","protein_coding"
"ENSG00000188290.11",10.2861782207101,-0.723996620730791,0.551752351108226,0.0280015608062354,0.0917045972840505,"HES4","hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]","ENSG00000188290","protein_coding"
"ENSG00000187608.10",822.883875809472,-2.19416405585927,0.265145298224459,1.32935138220463e-17,2.82154830872933e-15,"ISG15","ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]","ENSG00000187608","protein_coding"
"ENSG00000188157.15",5019.00542423297,0.228345343476916,0.304590879769321,0.308779982391814,0.494408469336656,"AGRN","agrin [Source:HGNC Symbol;Acc:HGNC:329]","ENSG00000188157","protein_coding"
"ENSG00000217801.10",129.855504276125,0.0498356763556052,0.281752381520013,0.819978570022783,0.901930897953988,"AL390719.1","protein tyrosine phosphatase family pseudogene","ENSG00000217801","transcribed_unprocessed_pseudogene"
"ENSG00000273443.1",17.6070359259613,0.133007232308622,0.390892998292011,0.508203871940383,0.680033535937037,"AL645608.8","novel transcript","ENSG00000273443","lncRNA"
"ENSG00000131591.17",195.576683280678,-0.0838745750210388,0.231936932012083,0.668158167640319,0.80176807641083,"C1orf159","chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]","ENSG00000131591","protein_coding"
"ENSG00000078808.18",2076.24472162138,0.0172014576832461,0.262242346906268,0.933607242540453,0.966947462836095,"SDF4","stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]","ENSG00000078808","protein_coding"
"ENSG00000176022.7",587.903332755646,0.573923696758913,0.178810438828901,0.000459080484355722,0.00383729299370753,"B3GALT6","beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]","ENSG00000176022","protein_coding"
"ENSG00000184163.3",7.17257253208199,0.344321855663473,0.472827464907397,0.156757217876518,0.312096531269731,"C1QTNF12","C1q and TNF related 12 [Source:HGNC Symbol;Acc:HGNC:32308]","ENSG00000184163","protein_coding"
"ENSG00000260179.1",4.24418772250485,0.215769573357951,0.433544123835808,0.291541879202505,0.476521833911025,"AL162741.1","novel transcript","ENSG00000260179","lncRNA"
"ENSG00000160087.21",1132.33504483454,0.0568723835951528,0.125234378114138,0.638079405867816,0.782080465322798,"UBE2J2","ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]","ENSG00000160087","protein_coding"
"ENSG00000230415.1",3.92479128001373,-0.21852000897805,0.434915793928145,0.291487183666759,0.476519805391037,"LINC01786","long intergenic non-protein coding RNA 1786 [Source:HGNC Symbol;Acc:HGNC:52575]","ENSG00000230415","lncRNA"
"ENSG00000162572.21",36.5086436800895,0.169242224164736,0.294106571755369,0.446419700607889,0.62779751081701,"SCNN1D","sodium channel epithelial 1 subunit delta [Source:HGNC Symbol;Acc:HGNC:10601]","ENSG00000162572","protein_coding"
"ENSG00000131584.19",998.434913839249,0.937282970524353,0.180339564781228,3.03206564858174e-08,1.17010169802086e-06,"ACAP3","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]","ENSG00000131584","protein_coding"
"ENSG00000169972.12",368.430635701033,0.607174739000291,0.245144965527786,0.00383490686428687,0.0205384663512678,"PUSL1","pseudouridine synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26914]","ENSG00000169972","protein_coding"
"ENSG00000127054.21",1476.40582529549,0.291780887886632,0.199957682886979,0.0994515806019946,0.226336766728742,"INTS11","integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]","ENSG00000127054","protein_coding"
"ENSG00000240731.1",32.7828788509354,0.147874181491564,0.311467001906259,0.507295791858446,0.679203310214457,"AL139287.1","novel transcript","ENSG00000240731","lncRNA"
"ENSG00000224051.7",648.488753107346,0.0623159660835672,0.261018350972433,0.774021625588519,0.875034654317045,"CPTP","ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]","ENSG00000224051","protein_coding"
"ENSG00000169962.5",16.6458833853477,0.130620079119476,0.311379991717146,0.559385257041223,0.722324357719207,"TAS1R3","taste 1 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:15661]","ENSG00000169962","protein_coding"
"ENSG00000107404.20",1862.48883700547,0.268502324612064,0.246329247595152,0.19193183971569,0.359222419724023,"DVL1","dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]","ENSG00000107404","protein_coding"
"ENSG00000162576.16",111.67465343175,0.209250633083525,0.184067324818359,0.208384104808787,0.379536235022562,"MXRA8","matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]","ENSG00000162576","protein_coding"
"ENSG00000175756.13",3423.13185331328,0.50394283505871,0.285115505380376,0.0274177348636301,0.0902401319704008,"AURKAIP1","aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]","ENSG00000175756","protein_coding"
"ENSG00000221978.12",1487.31490660034,0.651688582486683,0.114403548004843,3.68939856014085e-09,1.78260940186318e-07,"CCNL2","cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]","ENSG00000221978","protein_coding"
"ENSG00000224870.7",521.7405613928,0.737492489270952,0.32913338485932,0.00450722259693653,0.0232210177202051,"MRPL20-AS1","MRPL20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27125]","ENSG00000224870","lncRNA"
"ENSG00000242485.6",1773.31198145567,0.428070592050135,0.192349329065181,0.0130512576556977,0.0521043393927103,"MRPL20","mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]","ENSG00000242485","protein_coding"
"ENSG00000272455.1",133.9533615491,0.0749910821055067,0.310624963572647,0.732252823586395,0.847638981412923,"AL391244.2","novel transcript","ENSG00000272455","lncRNA"
"ENSG00000225285.1",14.0669910132445,0.0222326691909309,0.303380299777858,0.920509512486687,0.959091501677947,"LINC01770","long intergenic non-protein coding RNA 1770 [Source:HGNC Symbol;Acc:HGNC:52560]","ENSG00000225285","lncRNA"
"ENSG00000179403.12",179.906913326062,1.49791924756133,0.25325891992387,2.2333387937325e-10,1.51399989937098e-08,"VWA1","von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]","ENSG00000179403","protein_coding"
"ENSG00000160072.20",669.212975811499,-0.659965697054183,0.248289271509237,0.00231541461052569,0.0137898432302061,"ATAD3B","ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]","ENSG00000160072","protein_coding"
"ENSG00000284740.1",5.99558620890602,0.00314845181190285,0.382507428591181,0.988442305199055,0.994690853947844,"AL645728.2","ATPase family, AAA domain containing 3C (ATAD3C) pseudogene","ENSG00000284740","transcribed_unprocessed_pseudogene"
"ENSG00000197785.14",1013.16709418788,0.145877942802197,0.209043149062697,0.426389214236505,0.610266781779132,"ATAD3A","ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]","ENSG00000197785","protein_coding"
"ENSG00000205090.9",12.4333001294181,0.193834778935215,0.339932541936646,0.397979170862174,0.584430494794638,"TMEM240","transmembrane protein 240 [Source:HGNC Symbol;Acc:HGNC:25186]","ENSG00000205090","protein_coding"
"ENSG00000160075.12",1668.12461440623,-0.165202173331255,0.356985020865086,0.460560837657912,0.639163942912969,"SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]","ENSG00000160075","protein_coding"
"ENSG00000215014.5",14.1859937769429,-0.0581480685137605,0.352335632838413,0.78161619553235,0.879015004451953,"AL645728.1","novel transcript","ENSG00000215014","lncRNA"
"ENSG00000228594.4",182.070029153583,0.347896250863692,0.234505473028993,0.079884456072574,0.19404950238553,"FNDC10","fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]","ENSG00000228594","protein_coding"
"ENSG00000286989.1",8.33910487961498,0.991546996118678,0.652262456374908,0.0124804863748655,0.0503882680202621,"AL691432.4","novel transcript","ENSG00000286989","lncRNA"
"ENSG00000272106.1",100.918929121005,0.944760517131229,0.214067662705126,1.73807775534247e-06,3.90771605296355e-05,"AL691432.2","artifact","ENSG00000272106","lncRNA"
"ENSG00000197530.12",706.136656733699,0.416221040991523,0.194843022058625,0.0168514261025191,0.0629597812199945,"MIB2","mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]","ENSG00000197530","protein_coding"
"ENSG00000248333.8",394.304624798905,-0.0463481113845154,0.231420935557517,0.808162241587905,0.894297955763983,"CDK11B","cyclin dependent kinase 11B [Source:HGNC Symbol;Acc:HGNC:1729]","ENSG00000248333","protein_coding"
"ENSG00000189339.12",1125.27736681572,0.628760558653959,0.188446681862753,0.00025100708768811,0.00236783352719117,"SLC35E2B","solute carrier family 35 member E2B [Source:HGNC Symbol;Acc:HGNC:33941]","ENSG00000189339","protein_coding"
"ENSG00000269737.2",9.65607657267259,0.0176961995768907,0.331432888371973,0.936208395661543,0.968086696352933,"AL691432.1","ribosomal protein S7 (RPS7) pseudogene","ENSG00000269737","transcribed_processed_pseudogene"
"ENSG00000008128.23",47.0337000693508,-0.139171660543513,0.223573267044963,0.46913823412302,0.646688230723622,"CDK11A","cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]","ENSG00000008128","protein_coding"
"ENSG00000268575.1",35.3097836328115,0.549957584942111,0.323736238541605,0.0266639436434532,0.0881987850128252,"AL031282.2","novel transcript, readthrough between SLC35E2 and CDK11A","ENSG00000268575","lncRNA"
"ENSG00000227775.3",5.7122817922474,0.0724185831377905,0.396325075630026,0.685380375365865,0.813720897143105,"AL031282.1","ribosomal protein S7 (RPS7) pseudogene","ENSG00000227775","transcribed_processed_pseudogene"
"ENSG00000215790.7",357.737395014735,0.783736682678245,0.179557289327301,2.65712471021792e-06,5.6532072146152e-05,"SLC35E2A","solute carrier family 35 member E2A [Source:HGNC Symbol;Acc:HGNC:20863]","ENSG00000215790","protein_coding"
"ENSG00000008130.15",1097.79578072674,0.338357792396534,0.180475972768422,0.0386711459840418,0.115430748660553,"NADK","NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]","ENSG00000008130","protein_coding"
"ENSG00000078369.18",3228.48098996759,-0.288503090028729,0.414040914337766,0.2304844935326,0.406741367434695,"GNB1","G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]","ENSG00000078369","protein_coding"
"ENSG00000231050.1",14.7197732387632,0.0772369196605633,0.378115695188493,0.697349732780364,0.822400343017669,"AL109917.1","novel transcript","ENSG00000231050","lncRNA"
"ENSG00000169885.10",5.92361757761157,-0.0215892565777462,0.367608279498444,0.910962425322156,0.954429708022996,"CALML6","calmodulin like 6 [Source:HGNC Symbol;Acc:HGNC:24193]","ENSG00000169885","protein_coding"
"ENSG00000178821.13",3.42566530880104,0.0188140850492036,0.389084540142001,0.918316353993413,0.957857735643162,"TMEM52","transmembrane protein 52 [Source:HGNC Symbol;Acc:HGNC:27916]","ENSG00000178821","protein_coding"
"ENSG00000067606.17",349.274052101821,0.541766836169558,0.204357251482726,0.00295800226954808,0.0167650718238742,"PRKCZ","protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]","ENSG00000067606","protein_coding"
"ENSG00000182873.5",26.6293224943697,0.0924712081331051,0.290207290936194,0.674425605704345,0.806067376589771,"PRKCZ-AS1","PRKCZ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40477]","ENSG00000182873","lncRNA"
"ENSG00000162585.17",941.263893944708,0.550498225276426,0.18991918856696,0.0013171089759047,0.00892474616504805,"FAAP20","FA core complex associated protein 20 [Source:HGNC Symbol;Acc:HGNC:26428]","ENSG00000162585","protein_coding"
"ENSG00000157933.10",1414.54416215203,0.516233502911382,0.309805277996604,0.0314879278099527,0.0994681546640056,"SKI","SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]","ENSG00000157933","protein_coding"
"ENSG00000287356.1",60.6614428781857,0.382508599859904,0.297024606003754,0.0953119144246775,0.219976197058586,"AL590822.3","novel transcript, antisense to MORN1","ENSG00000287356","lncRNA"
"ENSG00000116151.14",203.55090626715,0.382360159076749,0.158486432517826,0.00938116825319458,0.0406367731579519,"MORN1","MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]","ENSG00000116151","protein_coding"
"ENSG00000269896.2",65.2226071071307,0.304200098988317,0.264867284603944,0.1556557172406,0.311014880946168,"AL513477.1","small nuclear ribonucleoprotein N (SNRPN) pseudogene","ENSG00000269896","transcribed_processed_pseudogene"
"ENSG00000272420.1",3.56017162401089,0.280083922968178,0.470376328373765,0.198980016572409,0.36759037565739,"AL513477.2","novel transcript, sense intronic to MORN1","ENSG00000272420","lncRNA"
"ENSG00000157916.20",3255.62198917685,0.519479986019848,0.175688836746891,0.00141186520871656,0.00943556497633609,"RER1","retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]","ENSG00000157916","protein_coding"
"ENSG00000157911.11",463.118269258419,0.734482747154909,0.196207114524678,4.1576457087149e-05,0.000548679980315899,"PEX10","peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]","ENSG00000157911","protein_coding"
"ENSG00000157881.16",358.66407644527,0.23988915702193,0.169736729032932,0.123871984016487,0.26364015793601,"PANK4","pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366]","ENSG00000157881","protein_coding"
"ENSG00000272449.2",4.92278180235303,0.0984075079324801,0.393117157300141,0.602979990143315,0.754952966591655,"AL139246.5","novel transcript","ENSG00000272449","lncRNA"
"ENSG00000238164.6",3.2779707561026,-0.108216793261262,0.414196804011014,0.517002111619742,0.687831553471261,"TNFRSF14-AS1","TNFRSF14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26966]","ENSG00000238164","lncRNA"
"ENSG00000157873.17",165.870792187548,0.911453288217678,0.344022718891426,0.00102352109202518,0.00733749800953637,"TNFRSF14","TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]","ENSG00000157873","protein_coding"
"ENSG00000157870.17",306.794407342693,-0.326840934735411,0.238847314620856,0.106771557743266,0.237959677522858,"PRXL2B","peroxiredoxin like 2B [Source:HGNC Symbol;Acc:HGNC:28390]","ENSG00000157870","protein_coding"
"ENSG00000215912.12",17.9666029835863,0.380332286547361,0.404721647221537,0.134809290089513,0.280077033550496,"TTC34","tetratricopeptide repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:34297]","ENSG00000215912","protein_coding"
"ENSG00000130762.15",3.21626511137104,0.107443717911089,0.406348085586319,0.540192423670856,0.706298820887921,"ARHGEF16","Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]","ENSG00000130762","protein_coding"
"ENSG00000158109.15",1844.80286149248,1.50973796217548,0.199071879582225,2.38466727516259e-15,4.04916503322607e-13,"TPRG1L","tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007]","ENSG00000158109","protein_coding"
"ENSG00000116213.16",837.841763063518,0.250714504298088,0.163071246241184,0.0958990238947879,0.220802829077851,"WRAP73","WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]","ENSG00000116213","protein_coding"
"ENSG00000078900.15",88.0720113363573,-0.879513660374691,0.599131510584518,0.0170145072012092,0.0634194763872685,"TP73","tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]","ENSG00000078900","protein_coding"
"ENSG00000227372.12",158.512217905916,0.206562752443593,0.351454362741625,0.366297008161621,0.55410736114997,"TP73-AS1","TP73 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:29052]","ENSG00000227372","transcribed_unitary_pseudogene"
"ENSG00000130764.10",1800.32057437498,0.123515780448593,0.191891957943411,0.4742605379987,0.651584959379032,"LRRC47","leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]","ENSG00000130764","protein_coding"
"ENSG00000272153.1",14.5367997519896,0.0865648581169745,0.331412469326118,0.692359816100857,0.818627439569081,"AL365330.1","novel transcript, antisense to LRRC47","ENSG00000272153","lncRNA"
"ENSG00000116198.13",438.856719305829,-0.311586638109597,0.14470080354548,0.0221432613512999,0.077107852857876,"CEP104","centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]","ENSG00000116198","protein_coding"
"ENSG00000169598.16",145.312060958348,-0.000902866481360311,0.302908822824797,0.994372741289335,0.997678065587773,"DFFB","DNA fragmentation factor subunit beta [Source:HGNC Symbol;Acc:HGNC:2773]","ENSG00000169598","protein_coding"
"ENSG00000198912.11",262.802543775666,-0.291486558110342,0.291867758160606,0.199935587849685,0.36904975626587,"C1orf174","chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:HGNC:27915]","ENSG00000198912","protein_coding"
"ENSG00000236423.6",63.4912164841986,0.940266078594359,0.360828223344079,0.00116108875803157,0.00810534513192831,"LINC01134","long intergenic non-protein coding RNA 1134 [Source:HGNC Symbol;Acc:HGNC:49449]","ENSG00000236423","lncRNA"
"ENSG00000284668.2",7.92462174392036,0.124034722196436,0.40423896792831,0.506299333937782,0.678255947272075,"LINC02780","long intergenic non-protein coding RNA 2780 [Source:HGNC Symbol;Acc:HGNC:54300]","ENSG00000284668","lncRNA"
"ENSG00000196581.11",132.905886525133,0.107380446055874,0.257131588784274,0.606098027020884,0.757633157383114,"AJAP1","adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]","ENSG00000196581","protein_coding"
"ENSG00000131697.18",353.509370880143,0.205845965463419,0.164163266794341,0.173314557808661,0.334526929865824,"NPHP4","nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]","ENSG00000131697","protein_coding"
"ENSG00000069424.15",283.850441331565,0.44055155865739,0.199947885111417,0.0133171161222046,0.0528681503769283,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]","ENSG00000069424","protein_coding"
"ENSG00000116251.11",1034.42422749076,0.102868397413318,0.145434860457235,0.45746897864821,0.636607432119805,"RPL22","ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]","ENSG00000116251","protein_coding"
"ENSG00000226944.1",6.06172674206631,-0.076104848567398,0.379653526659118,0.698852140124665,0.823390351401829,"AL031847.1","novel transcript","ENSG00000226944","lncRNA"
"ENSG00000158286.13",53.193358315313,-0.498393619008606,0.340148429122907,0.0515773342576341,0.142397185995072,"RNF207","ring finger protein 207 [Source:HGNC Symbol;Acc:HGNC:32947]","ENSG00000158286","protein_coding"
"ENSG00000116237.16",2047.37021692374,0.379406808036309,0.1332273633174,0.00266462132816315,0.0154048306857892,"ICMT","isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]","ENSG00000116237","protein_coding"
"ENSG00000225077.3",25.6039620773262,0.253492031410579,0.302610739593191,0.265632949741221,0.448133886229253,"LINC00337","long intergenic non-protein coding RNA 337 [Source:HGNC Symbol;Acc:HGNC:28620]","ENSG00000225077","lncRNA"
"ENSG00000158292.7",1771.13753373522,1.22140750167669,0.372679065459621,7.94449120028614e-05,0.000931857457959879,"GPR153","G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]","ENSG00000158292","protein_coding"
"ENSG00000097021.19",3761.59787110186,0.189137594401238,0.181346011536915,0.2500913915769,0.430269171130421,"ACOT7","acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]","ENSG00000097021","protein_coding"
"ENSG00000069812.11",15.0474909507478,0.276531790454941,0.376115835946613,0.244649791935611,0.423769742578362,"HES2","hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]","ENSG00000069812","protein_coding"
"ENSG00000187017.17",109.409280152197,-0.0338621739632737,0.334421796351624,0.87152116821619,0.932506205852874,"ESPN","espin [Source:HGNC Symbol;Acc:HGNC:13281]","ENSG00000187017","protein_coding"
"ENSG00000215788.10",207.608939707024,0.710332877022797,0.219551931929056,0.000289004625210433,0.00265875307681982,"TNFRSF25","TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]","ENSG00000215788","protein_coding"
"ENSG00000171680.22",1498.78247047921,1.02198822040926,0.298760901381707,6.985446528711e-05,0.000839807998384278,"PLEKHG5","pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]","ENSG00000171680","protein_coding"
"ENSG00000162408.11",544.990266386649,0.10149661429432,0.156948925458135,0.488449860129791,0.663876994281174,"NOL9","nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]","ENSG00000162408","protein_coding"
"ENSG00000204859.13",416.803534789654,-0.0801239634968889,0.194546152311546,0.644276876504822,0.786660213067009,"ZBTB48","zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]","ENSG00000204859","protein_coding"
"ENSG00000162413.16",4632.91947095288,-0.0529421404157952,0.170597212244192,0.737988701225943,0.85151440293537,"KLHL21","kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]","ENSG00000162413","protein_coding"
"ENSG00000116273.6",548.631616075477,0.297917511479741,0.132601941571045,0.0178526848645993,0.0655738604142855,"PHF13","PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]","ENSG00000116273","protein_coding"
"ENSG00000041988.15",257.177805233656,0.442763165731285,0.189861894411206,0.00961045069654622,0.0413976142712545,"THAP3","THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]","ENSG00000041988","protein_coding"
"ENSG00000007923.16",714.896121401977,-0.115712213829041,0.327758952998219,0.593245136191739,0.747596408054758,"DNAJC11","DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]","ENSG00000007923","protein_coding"
"ENSG00000237436.1",5.26953408119359,0.311021188678363,0.529523436201295,0.117527667533904,0.254049561646699,"CAMTA1-DT","CAMTA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53020]","ENSG00000237436","lncRNA"
"ENSG00000171735.19",283.979866334421,0.110098014829875,0.244971566766116,0.589140374785094,0.744803261286327,"CAMTA1","calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]","ENSG00000171735","protein_coding"
"ENSG00000049245.13",1715.08251378984,0.491914536096491,0.190683068831113,0.00417606979540381,0.0219333076100451,"VAMP3","vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]","ENSG00000049245","protein_coding"
"ENSG00000269925.1",4.49285455190045,-0.471273702449999,0.550440199291961,0.0840325486120186,0.200725657717535,"Z98884.2","novel transcript, sense intronic to VAMP3","ENSG00000269925","lncRNA"
