"ensembl_gene_id_version","baseMean","log2FoldChange","lfcSE","pvalue","padj","external_gene_name","description","ensembl_gene_id","gene_type"
"ENSG00000187634.12",112.851564651518,-1.12834687166075,0.287151189965375,1.08804082480439e-05,0.000125988022614024,"SAMD11","sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28706]","ENSG00000187634","protein_coding"
"ENSG00000188976.11",5873.80671497618,0.105540815124423,0.185266591700634,0.537128034497824,0.671301589412954,"NOC2L","NOC2 like nucleolar associated transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:24517]","ENSG00000188976","protein_coding"
"ENSG00000187961.14",159.15671658744,-0.537932469271011,0.262855323688747,0.0161917427765247,0.0490317866048455,"KLHL17","kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]","ENSG00000187961","protein_coding"
"ENSG00000187583.11",70.3132649668317,-0.29633703078985,0.279355316866661,0.19211921728998,0.322844965693906,"PLEKHN1","pleckstrin homology domain containing N1 [Source:HGNC Symbol;Acc:HGNC:25284]","ENSG00000187583","protein_coding"
"ENSG00000188290.11",11.520427249496,-0.38197870345476,0.536061442427782,0.129087915057759,0.23969203757833,"HES4","hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]","ENSG00000188290","protein_coding"
"ENSG00000187608.10",1014.43675332061,-2.24884766266572,0.287933437620548,3.64540573423411e-16,4.63270312058918e-14,"ISG15","ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]","ENSG00000187608","protein_coding"
"ENSG00000188157.15",3626.74579677823,-0.315206568641257,0.176885984621499,0.0528188741032028,0.122694262006678,"AGRN","agrin [Source:HGNC Symbol;Acc:HGNC:329]","ENSG00000188157","protein_coding"
"ENSG00000217801.10",100.17438841845,-0.503856308517374,0.269187764723612,0.0265820950266888,0.0719902236116149,"AL390719.1","protein tyrosine phosphatase family pseudogene","ENSG00000217801","transcribed_unprocessed_pseudogene"
"ENSG00000273443.1",9.72897611284736,-0.542277708257621,0.621958702261615,0.070219624959666,0.152130882317788,"AL645608.8","novel transcript","ENSG00000273443","lncRNA"
"ENSG00000131591.17",168.130182964076,-0.480082684378345,0.223904920031031,0.0153786775312096,0.0471786023638998,"C1orf159","chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]","ENSG00000131591","protein_coding"
"ENSG00000078808.18",1654.11851119941,-0.544123476843336,0.174504684005609,0.000780509089479549,0.00434883581094743,"SDF4","stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]","ENSG00000078808","protein_coding"
"ENSG00000176022.7",504.678536094322,0.438939831073344,0.199432113712227,0.0150987029533758,0.0465632396438787,"B3GALT6","beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]","ENSG00000176022","protein_coding"
"ENSG00000160087.21",1106.8428649178,0.0945106088919253,0.160486983762877,0.531686193903144,0.666711754995834,"UBE2J2","ubiquitin conjugating enzyme E2 J2 [Source:HGNC Symbol;Acc:HGNC:19268]","ENSG00000160087","protein_coding"
"ENSG00000162572.21",27.8777965635017,-0.181239002698167,0.327529877540689,0.450701610304633,0.595185275125187,"SCNN1D","sodium channel epithelial 1 subunit delta [Source:HGNC Symbol;Acc:HGNC:10601]","ENSG00000162572","protein_coding"
"ENSG00000131584.19",813.006908687215,0.777523241331648,0.183150044097544,5.66201581168353e-06,7.32364216523952e-05,"ACAP3","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]","ENSG00000131584","protein_coding"
"ENSG00000169972.12",351.856046965574,0.742669416558979,0.26397716361251,0.00125267671909313,0.00635083775471086,"PUSL1","pseudouridine synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26914]","ENSG00000169972","protein_coding"
"ENSG00000127054.21",1475.194291588,0.462056818624714,0.20140430418759,0.0112623341337009,0.0369833323727258,"INTS11","integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]","ENSG00000127054","protein_coding"
"ENSG00000240731.1",35.5452155267134,0.400157375245013,0.365035080417938,0.126966604015773,0.236964962824689,"AL139287.1","novel transcript","ENSG00000240731","lncRNA"
"ENSG00000224051.7",515.626225866719,-0.437954198099171,0.198005453772722,0.0145059860331921,0.0450305957140122,"CPTP","ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]","ENSG00000224051","protein_coding"
"ENSG00000169962.5",15.5407942229212,0.100820725126811,0.368380969210853,0.668490707506773,0.776663361989813,"TAS1R3","taste 1 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:15661]","ENSG00000169962","protein_coding"
"ENSG00000107404.20",1479.71473407884,-0.0758255086030151,0.170983110719117,0.62931823076053,0.744776169528409,"DVL1","dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084]","ENSG00000107404","protein_coding"
"ENSG00000162576.16",109.713114232406,0.28820685465142,0.234508727051125,0.156985686928834,0.278214029711182,"MXRA8","matrix remodeling associated 8 [Source:HGNC Symbol;Acc:HGNC:7542]","ENSG00000162576","protein_coding"
"ENSG00000175756.13",3550.10237233748,0.881771466242482,0.21660470053678,9.66445149742766e-06,0.000114073440662362,"AURKAIP1","aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]","ENSG00000175756","protein_coding"
"ENSG00000221978.12",1326.91091425193,0.609968620584613,0.163287282462276,7.17509381175123e-05,0.000609453949489403,"CCNL2","cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]","ENSG00000221978","protein_coding"
"ENSG00000224870.7",554.653223799361,1.25484333511914,0.190079786930189,5.12159661742412e-12,3.11172702851465e-10,"MRPL20-AS1","MRPL20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27125]","ENSG00000224870","lncRNA"
"ENSG00000242485.6",1709.34885000902,0.538055698432803,0.205581360818654,0.00366950775313334,0.0152846844625887,"MRPL20","mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]","ENSG00000242485","protein_coding"
"ENSG00000272455.1",158.584742228002,0.609406355633134,0.240105246854946,0.00385990351512781,0.0159219714919392,"AL391244.2","novel transcript","ENSG00000272455","lncRNA"
"ENSG00000225285.1",13.3626415342932,0.00182929577709794,0.368245063510148,0.99546028664782,0.997630729838402,"LINC01770","long intergenic non-protein coding RNA 1770 [Source:HGNC Symbol;Acc:HGNC:52560]","ENSG00000225285","lncRNA"
"ENSG00000179403.12",135.325029179819,1.27125031034945,0.28511177765303,9.0282405788218e-07,1.47962471127603e-05,"VWA1","von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]","ENSG00000179403","protein_coding"
"ENSG00000160072.20",765.175108193813,-0.431665357443907,0.190600869490519,0.0130123610793899,0.0414622871835971,"ATAD3B","ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]","ENSG00000160072","protein_coding"
"ENSG00000197785.14",1044.71397685122,0.346387380609555,0.206706999289101,0.0627187652234305,0.139568243055204,"ATAD3A","ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]","ENSG00000197785","protein_coding"
"ENSG00000205090.9",10.1565988747467,0.010764344575793,0.380612373584354,0.963299112023773,0.978114685757925,"TMEM240","transmembrane protein 240 [Source:HGNC Symbol;Acc:HGNC:25186]","ENSG00000205090","protein_coding"
"ENSG00000160075.12",2144.91515071402,0.257411524967885,0.183703821803959,0.12734287959697,0.237434761444406,"SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]","ENSG00000160075","protein_coding"
"ENSG00000215014.5",15.5186692050491,0.0538964816332665,0.386329600911792,0.811333524825224,0.880942417485559,"AL645728.1","novel transcript","ENSG00000215014","lncRNA"
"ENSG00000228594.4",155.72429585863,0.169983515384067,0.244458199574228,0.415547804847464,0.562847857174157,"FNDC10","fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]","ENSG00000228594","protein_coding"
"ENSG00000272106.1",91.6916741974378,0.99999394528215,0.291219642993416,9.77469505554867e-05,0.000793738549505417,"AL691432.2","artifact","ENSG00000272106","lncRNA"
"ENSG00000197530.12",612.200327394038,0.276946963801906,0.201335399535939,0.127358485616075,0.23743482954097,"MIB2","mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]","ENSG00000197530","protein_coding"
"ENSG00000248333.8",434.831106973004,0.243213096632319,0.176101932801797,0.135337345737559,0.248991980033511,"CDK11B","cyclin dependent kinase 11B [Source:HGNC Symbol;Acc:HGNC:1729]","ENSG00000248333","protein_coding"
"ENSG00000189339.12",1084.11778726827,0.78744588194027,0.196993487763473,1.65906936689779e-05,0.000177300685670577,"SLC35E2B","solute carrier family 35 member E2B [Source:HGNC Symbol;Acc:HGNC:33941]","ENSG00000189339","protein_coding"
"ENSG00000269737.2",9.0436343716117,-0.0175936518816421,0.391032063081694,0.932791657156869,0.958853246130334,"AL691432.1","ribosomal protein S7 (RPS7) pseudogene","ENSG00000269737","transcribed_processed_pseudogene"
"ENSG00000008128.23",48.5358128227547,-0.0278664687024434,0.275394637407272,0.899026183565392,0.937959177626889,"CDK11A","cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]","ENSG00000008128","protein_coding"
"ENSG00000268575.1",33.7955252893024,0.611212706511663,0.40999087816214,0.0353335886632857,0.0899561314048593,"AL031282.2","novel transcript, readthrough between SLC35E2 and CDK11A","ENSG00000268575","lncRNA"
"ENSG00000215790.7",326.205988234868,0.832974599213348,0.212302213619965,1.97067532115251e-05,0.000204301826292154,"SLC35E2A","solute carrier family 35 member E2A [Source:HGNC Symbol;Acc:HGNC:20863]","ENSG00000215790","protein_coding"
"ENSG00000008130.15",1070.80636920518,0.457334428307375,0.188066747032641,0.00797333098930237,0.0283038402204053,"NADK","NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]","ENSG00000008130","protein_coding"
"ENSG00000078369.18",4284.75843573544,0.0354230704443074,0.1574912948863,0.813985728413055,0.882814558223059,"GNB1","G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]","ENSG00000078369","protein_coding"
"ENSG00000231050.1",8.71144929186577,-0.424020953895836,0.583099104316212,0.110167905351104,0.213530828241528,"AL109917.1","novel transcript","ENSG00000231050","lncRNA"
"ENSG00000067606.17",304.810139687955,0.435986738136148,0.234074430124264,0.0330274447046305,0.0854375688835362,"PRKCZ","protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]","ENSG00000067606","protein_coding"
"ENSG00000182873.5",22.298785232042,-0.0979403894311669,0.345093303798541,0.67744889972346,0.782992287784644,"PRKCZ-AS1","PRKCZ antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40477]","ENSG00000182873","lncRNA"
"ENSG00000162585.17",795.193225609368,0.387466337965501,0.187476075168046,0.0239059751368564,0.0663813038669082,"FAAP20","FA core complex associated protein 20 [Source:HGNC Symbol;Acc:HGNC:26428]","ENSG00000162585","protein_coding"
"ENSG00000157933.10",1016.49332818584,0.0840715007586342,0.165378517559081,0.587895039963624,0.713010924085039,"SKI","SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]","ENSG00000157933","protein_coding"
"ENSG00000287356.1",49.6459988979426,0.166628686975251,0.293477514742684,0.472177746975155,0.615287587915159,"AL590822.3","novel transcript, antisense to MORN1","ENSG00000287356","lncRNA"
"ENSG00000116151.14",186.458931129476,0.341894611210496,0.209763210220625,0.0684231285944844,0.149128585260238,"MORN1","MORN repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25852]","ENSG00000116151","protein_coding"
"ENSG00000269896.2",68.6082952907952,0.599379651584675,0.293595979793893,0.0139412882500032,0.0436782128159124,"AL513477.1","small nuclear ribonucleoprotein N (SNRPN) pseudogene","ENSG00000269896","transcribed_processed_pseudogene"
"ENSG00000157916.20",3094.911016889,0.610310906002245,0.193476428915918,0.000599036206195324,0.0035149296438933,"RER1","retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]","ENSG00000157916","protein_coding"
"ENSG00000157911.11",390.336797920445,0.596984499431821,0.219093303945627,0.00240110779542449,0.0108046308292191,"PEX10","peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]","ENSG00000157911","protein_coding"
"ENSG00000157881.16",334.951827610039,0.217765731136856,0.202224730989155,0.232573525365963,0.370998562953027,"PANK4","pantothenate kinase 4 (inactive) [Source:HGNC Symbol;Acc:HGNC:19366]","ENSG00000157881","protein_coding"
"ENSG00000157873.17",117.460433588964,0.485704720852523,0.283032173000913,0.0377881328544574,0.094718774824207,"TNFRSF14","TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]","ENSG00000157873","protein_coding"
"ENSG00000157870.17",337.066009962666,-0.135508350991179,0.218879378804278,0.481393853460035,0.623249534363319,"PRXL2B","peroxiredoxin like 2B [Source:HGNC Symbol;Acc:HGNC:28390]","ENSG00000157870","protein_coding"
"ENSG00000215912.12",19.3151830180187,0.683035278741063,0.543166236643418,0.0369985305879021,0.0933224597197331,"TTC34","tetratricopeptide repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:34297]","ENSG00000215912","protein_coding"
"ENSG00000158109.15",1604.70512302665,1.5880247382742,0.216285597674515,2.00659689337928e-14,2.01319754105487e-12,"TPRG1L","tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007]","ENSG00000158109","protein_coding"
"ENSG00000116213.16",787.746822583948,0.248560972851338,0.188668686031222,0.149479735460308,0.267845235971807,"WRAP73","WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:HGNC:12759]","ENSG00000116213","protein_coding"
"ENSG00000078900.15",117.706966946215,-0.536141510035637,0.278110044254145,0.0207676153862641,0.0592638725000988,"TP73","tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]","ENSG00000078900","protein_coding"
"ENSG00000227372.12",102.710865006759,-0.548245718746847,0.271929259889209,0.016749081365848,0.0502718124954848,"TP73-AS1","TP73 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:29052]","ENSG00000227372","transcribed_unitary_pseudogene"
"ENSG00000130764.10",1841.51087479077,0.294874695897737,0.190956130344973,0.0903778801648136,0.183964585226029,"LRRC47","leucine rich repeat containing 47 [Source:HGNC Symbol;Acc:HGNC:29207]","ENSG00000130764","protein_coding"
"ENSG00000272153.1",14.1513643913107,0.0812650026357775,0.38800280740677,0.71341682368094,0.809374093225289,"AL365330.1","novel transcript, antisense to LRRC47","ENSG00000272153","lncRNA"
"ENSG00000116198.13",436.683944077294,-0.339370539375916,0.187341662822441,0.047051948797859,0.112485063359045,"CEP104","centrosomal protein 104 [Source:HGNC Symbol;Acc:HGNC:24866]","ENSG00000116198","protein_coding"
"ENSG00000169598.16",109.151891336523,-0.791890626168257,0.271125152240278,0.000763304416060252,0.00426387997982375,"DFFB","DNA fragmentation factor subunit beta [Source:HGNC Symbol;Acc:HGNC:2773]","ENSG00000169598","protein_coding"
"ENSG00000198912.11",228.565982124324,-0.978243334612234,0.242159198917444,8.85452754945354e-06,0.000106240397426567,"C1orf174","chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:HGNC:27915]","ENSG00000198912","protein_coding"
"ENSG00000236423.6",65.1048749626828,1.33494800781932,0.341013504014947,9.9614253097463e-06,0.000117035235726989,"LINC01134","long intergenic non-protein coding RNA 1134 [Source:HGNC Symbol;Acc:HGNC:49449]","ENSG00000236423","lncRNA"
"ENSG00000196581.11",109.480524633087,-0.205563312972493,0.242671581370311,0.321292400218808,0.469141047810879,"AJAP1","adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]","ENSG00000196581","protein_coding"
"ENSG00000131697.18",352.596250184028,0.334673986912772,0.188226650101976,0.051619557385708,0.120600188353517,"NPHP4","nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]","ENSG00000131697","protein_coding"
"ENSG00000069424.15",256.855605004058,0.393321565972766,0.231505673666742,0.0518660817438338,0.121048106343342,"KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]","ENSG00000069424","protein_coding"
"ENSG00000116251.11",1015.93323527208,0.165087375129539,0.167631138288306,0.291625842308884,0.436877994277701,"RPL22","ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]","ENSG00000116251","protein_coding"
"ENSG00000158286.13",63.4432004791399,-0.184140887056405,0.263893671062465,0.400469569240968,0.549056992800932,"RNF207","ring finger protein 207 [Source:HGNC Symbol;Acc:HGNC:32947]","ENSG00000158286","protein_coding"
"ENSG00000116237.16",1941.06142729383,0.423133488662933,0.172799506577766,0.00836895396016997,0.029278859346775,"ICMT","isoprenylcysteine carboxyl methyltransferase [Source:HGNC Symbol;Acc:HGNC:5350]","ENSG00000116237","protein_coding"
"ENSG00000225077.3",22.8638704708662,0.162800299264534,0.345117800140338,0.500617978109289,0.640310674005424,"LINC00337","long intergenic non-protein coding RNA 337 [Source:HGNC Symbol;Acc:HGNC:28620]","ENSG00000225077","lncRNA"
"ENSG00000158292.7",1083.8364851951,0.64188064314702,0.179503853462771,0.000121628536766343,0.000953642768990605,"GPR153","G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]","ENSG00000158292","protein_coding"
"ENSG00000097021.19",3609.58980513822,0.218722644521068,0.204513111156966,0.229871890039066,0.368152312864499,"ACOT7","acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]","ENSG00000097021","protein_coding"
"ENSG00000069812.11",11.8388310861184,0.0507544026836531,0.384448888757428,0.820067808474291,0.886232669342767,"HES2","hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]","ENSG00000069812","protein_coding"
"ENSG00000187017.17",76.3328057634176,-1.28440577319798,0.303197272214068,2.4491525212202e-06,3.52687213867876e-05,"ESPN","espin [Source:HGNC Symbol;Acc:HGNC:13281]","ENSG00000187017","protein_coding"
"ENSG00000215788.10",166.840237257935,0.454659760247699,0.229302581674226,0.0239737779593434,0.0665211269796192,"TNFRSF25","TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]","ENSG00000215788","protein_coding"
"ENSG00000171680.22",1048.73979513233,0.616531633328192,0.199661561979738,0.000748424623213171,0.00419150771355155,"PLEKHG5","pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]","ENSG00000171680","protein_coding"
"ENSG00000162408.11",520.93454753832,0.0946492165555087,0.194781515703491,0.594115786718829,0.718359283488687,"NOL9","nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265]","ENSG00000162408","protein_coding"
"ENSG00000204859.13",427.404061071513,0.0246716872214928,0.208861893789813,0.896687744185021,0.936608773891888,"ZBTB48","zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]","ENSG00000204859","protein_coding"
"ENSG00000162413.16",4248.24786875425,-0.222770376715985,0.173346751698264,0.164571317658879,0.288174600332748,"KLHL21","kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041]","ENSG00000162413","protein_coding"
"ENSG00000116273.6",505.728850663165,0.25124044164856,0.178982233007255,0.127983928742328,0.238425960581541,"PHF13","PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]","ENSG00000116273","protein_coding"
"ENSG00000041988.15",238.985483408612,0.464921521258388,0.21731009964821,0.0163766983915932,0.0494152454435687,"THAP3","THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]","ENSG00000041988","protein_coding"
"ENSG00000007923.16",888.626272648295,0.320727066123458,0.189865336848485,0.0641874472027879,0.142259947384965,"DNAJC11","DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]","ENSG00000007923","protein_coding"
"ENSG00000171735.19",232.364102477633,-0.244639053132629,0.21342976930394,0.196858543427119,0.32834876815745,"CAMTA1","calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]","ENSG00000171735","protein_coding"
"ENSG00000049245.13",1413.45066744505,0.26636232830663,0.158996325063279,0.0742824253297023,0.158791472539753,"VAMP3","vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]","ENSG00000049245","protein_coding"
"ENSG00000049246.14",28.8623455721078,-0.414568700139635,0.378276574378735,0.118812728585296,0.225668714774662,"PER3","period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]","ENSG00000049246","protein_coding"
"ENSG00000049249.9",59.4963293718317,-1.70112557598043,0.401904539226817,1.49428926350044e-06,2.32096866975068e-05,"TNFRSF9","TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]","ENSG00000049249","protein_coding"
"ENSG00000116288.13",3577.88381628387,0.46870001033952,0.194539185216255,0.00800318090618922,0.0283767748940678,"PARK7","Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]","ENSG00000116288","protein_coding"
"ENSG00000284747.1",19.0092304745374,-0.0652107072534767,0.348861629462028,0.780836477274837,0.858369253836773,"AL034417.5","novel transcript, antisense to ERRFI1","ENSG00000284747","lncRNA"
"ENSG00000116285.13",3996.36641385793,0.593231745188852,0.162921036550157,0.000109082689030493,0.000870948171578541,"ERRFI1","ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]","ENSG00000116285","protein_coding"
"ENSG00000162426.14",69.6357496215659,1.06743854097263,0.331911218004759,0.000175754702085843,0.00128858615711976,"SLC45A1","solute carrier family 45 member 1 [Source:HGNC Symbol;Acc:HGNC:17939]","ENSG00000162426","protein_coding"
"ENSG00000142599.19",1126.87033937696,-0.264753149085343,0.16483546977696,0.0847281109697789,0.174915891740778,"RERE","arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]","ENSG00000142599","protein_coding"
"ENSG00000074800.16",54070.0819579976,0.0916501905510575,0.204355104796698,0.625974599656189,0.742176417768418,"ENO1","enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]","ENSG00000074800","protein_coding"
"ENSG00000238249.2",13.920101665113,-0.0857285230468809,0.377881189538123,0.707053805190207,0.80515012911818,"HMGN2P17","high mobility group nucleosomal binding domain 2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39381]","ENSG00000238249","processed_pseudogene"
"ENSG00000180758.12",236.963459424324,0.188428260020782,0.216877332837722,0.326504256622226,0.474524913131512,"GPR157","G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]","ENSG00000180758","protein_coding"
"ENSG00000228526.7",244.373956952423,1.18143787246652,0.217382763472655,7.2420876127201e-09,2.17223055829903e-07,"MIR34AHG","MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913]","ENSG00000228526","lncRNA"
"ENSG00000234546.4",38.8454749441031,0.422051400591779,0.344503666175878,0.101806200433535,0.201220562784611,"LNCTAM34A","long non coding transcriptional activator of miR34a [Source:HGNC Symbol;Acc:HGNC:52548]","ENSG00000234546","lncRNA"
"ENSG00000049239.13",1139.9234260408,0.039156993333993,0.170187820051032,0.806342351634517,0.877647624182884,"H6PD","hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]","ENSG00000049239","protein_coding"
"ENSG00000171621.14",170.978632586197,-0.105536369130644,0.22622720004599,0.593223839769006,0.717818262038986,"SPSB1","splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]","ENSG00000171621","protein_coding"
"ENSG00000284693.1",21.0395297998859,0.881637869597396,0.540780009122405,0.014041373369225,0.043910789914767,"LINC02606","long intergenic non-protein coding RNA 2606 [Source:HGNC Symbol;Acc:HGNC:54047]","ENSG00000284693","lncRNA"
"ENSG00000171612.7",207.714387361564,0.0294947843783913,0.214729336711087,0.878719288047802,0.924489075041668,"SLC25A33","solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]","ENSG00000171612","protein_coding"
"ENSG00000188807.13",794.881283590082,-0.200277609712288,0.186187575761556,0.239087331723167,0.378381258694303,"TMEM201","transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]","ENSG00000188807","protein_coding"
"ENSG00000171608.16",814.321244560592,0.168016044596099,0.183900371364216,0.319898254235444,0.467956678857604,"PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]","ENSG00000171608","protein_coding"
